Product_Code,Product_Label
040520,Dairy produce; dairy spreads
040590,Dairy produce; fats and oils derived from milk (other than butter or dairy spreads)
B_BC06,Cheese and curd
040610,"Dairy produce; fresh cheese (including whey cheese), not fermented, and curd"
040620,"Dairy produce; cheese of all kinds, grated or powdered"
040630,"Dairy produce; cheese, processed (not grated or powdered)"
040640,"Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)"
040690,"Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406"
B_BC07,Preparations
210500,Ice cream and other edible ice; whether or not containing cocoa
B_BD,Other edible products of animal origin
B_BD01,Birds' eggs
040711,"Birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)"
040719,"Birds' eggs, in shell; fresh, fertilised eggs for incubation, other than fowls of the species Gallus domesticus (domestic hens)"
040721,"Birds' eggs, in shell; fresh, not for incubation, of fowls of the species Gallus domesticus (domestic hens)"
040729,"Birds' eggs, in shell; fresh, not for incubation, other than fowls of the species Gallus domesticus (domestic hens)"
040790,"Birds' eggs, in shell; preserved or cooked"
040811,"Eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter"
040819,"Eggs; birds' eggs, yolks, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter"
040891,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter"
040899,"Eggs; birds' eggs (not in shell, excluding yolks only), fresh, cooked by steaming or boiling in water, moulded, frozen, otherwise preserved, whether or not containing added sugar or other sweetening matter"
B_BD02,Natural honey
040900,Honey; natural
B_BD03,"Other edible products of animal origin, n.e.s.i."
041000,"Animal products; edible, n.e.c. in this or other chapters"
B_BE,Vegetables and derived products
B_BE01,Fresh or chilled
070190,"Vegetables; potatoes (other than seed), fresh or chilled"
070200,"Vegetables; tomatoes, fresh or chilled"
070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled"
070320,"Vegetables, alliaceous; garlic, fresh or chilled"
070390,"Vegetables, alliaceous; leeks and other kinds n.e.c. in heading no. 0703, fresh or chilled"
070410,"Vegetables, brassica; cauliflowers and headed broccoli, fresh or chilled"
070420,"Vegetables, brassica; brussel sprouts, fresh or chilled"
070490,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled"
070511,"Vegetables; cabbage (head) lettuce (lactuca sativa), fresh or chilled"
070519,"Vegetables; lettuce (lactuca sativa), (other than cabbage lettuce), fresh or chilled"
070521,"Vegetables; witloff chicory (cichorium intybus var. foliosum), fresh or chilled"
070529,"Vegetables; chicory (cichorium spp.), (other than witloof chicory), fresh or chilled"
070610,"Vegetables, root; carrots and turnips, fresh or chilled"
070690,"Vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled"
070700,"Vegetables; cucumbers and gherkins, fresh or chilled"
070810,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, fresh or chilled"
070820,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled"
070890,"Vegetables, leguminous; (other than peas and beans), shelled or unshelled, fresh or chilled"
070920,"Vegetables; asparagus, fresh or chilled"
070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled"
070940,"Vegetables; celery (other than celeriac), fresh or chilled"
070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled"
070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled"
070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled"
070970,"Vegetables; spinach, New Zealand spinach and orache spinach (garden spinach), fresh or chilled"
070991,"Vegetables; globe artichokes, fresh or chilled"
070992,"Vegetables; olives, fresh or chilled"
070993,"Vegetables; pumpkins, squash and gourds (Cucurbita spp.), fresh or chilled"
070999,"Vegetables; edible, n.e.c. in chapter 07, fresh or chilled"
B_BE02,Frozen
071010,"Vegetables; potatoes, uncooked or cooked by steaming or boiling in water, frozen"
071021,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen"
071022,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen"
071029,"Vegetables, leguminous; (other than peas or beans), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen"
071030,"Vegetables; spinach, New Zealand spinach and orache spinach (garden spinach), uncooked or cooked by steaming or boiling in water, frozen"
071040,"Vegetables; sweetcorn, uncooked or cooked by steaming or boiling in water, frozen"
071080,"Vegetables; uncooked or cooked by steaming or boiling in water, n.e.c. in heading no. 0710, frozen"
071090,"Vegetable mixtures; uncooked or cooked by steaming or boiling in water, frozen"
B_BE03,Provisionally preserved
071120,"Vegetables; olives, provisionally preserved but unsuitable in that state for immediate consumption"
071140,"Vegetables; cucumbers and gherkins, provisionally preserved but unsuitable in that state for immediate consumption"
071151,"Vegetables; mushrooms of the genus Agaricus, provisionally preserved but unsuitable in that state for immediate consumption"
071159,"Vegetables; mushrooms other than of the genus Agaricus, provisionally preserved but unsuitable in that state for immediate consumption"
071190,"Vegetables and mixed vegetables; n.e.c. in heading no. 0711, provisionally preserved but unsuitable in that state for immediate consumption"
B_BE04,Dried
071220,"Vegetables; onions, whole, cut, sliced, broken or in powder but not further prepared, dried"
071231,"Vegetables; mushrooms of the genus Agaricus, whole, cut, sliced, broken or in powder but not further prepared, dried"
071232,"Vegetables; wood ears (Auricularia spp), whole, cut, sliced, broken or in powder but not further prepared, dried"
071233,"Vegetables; jelly fungi (Tremella spp)), whole, cut, sliced, broken or in powder but not further prepared, dried"
071239,"Vegetables; mushrooms, other than the genus Agaricus and truffles, whole, cut, sliced, broken or in powder but not further prepared, dried"
071290,"Vegetables; mixtures of vegetables n.e.c. in heading no. 0712, whole, cut, sliced, broken or in powder but not further prepared, dried"
071310,"Vegetables, leguminous; peas (pisum sativum), shelled, whether or not skinned or split, dried"
071320,"Vegetables, leguminous; chickpeas (garbanzos), shelled, whether or not skinned or split, dried"
071331,"Vegetables, leguminous; beans of the species vigna mungo (l.) hepper or vigna radiata (l.) wilczek, shelled, whether or not skinned or split, dried"
071332,"Vegetables, leguminous; small red (adzuki) beans (phaseolus or vigna angularis), shelled, whether or not skinned or split, dried"
071333,"Vegetables, leguminous; kidney beans, including white pea beans (phaseolus vulgaris), shelled, whether or not skinned or split, dried"
071334,"Vegetables, leguminous; bambara beans (Vigna subterranea or Voandzeia subterranea), shelled, whether or not skinned or split, dried"
071335,"Vegetables, leguminous; cow peas (Vigna unguiculata), shelled, whether or not skinned or split, dried"
071339,"Vegetables, leguminous; n.e.c. in item no. 0713.3, shelled, whether or not skinned or split, dried"
071340,"Vegetables, leguminous; lentils, shelled, whether or not skinned or split, dried"
071350,"Vegetables, leguminous; broad beans (vicia faba var. major) and horse beans (vicia faba var. equina and vicia faba var. minor), shelled, whether or not skinned or split, dried"
071360,"Vegetables, leguminous; pigeon peas (Cajanus cajan), shelled, whether or not skinned or split, dried"
071390,"Vegetables, leguminous; n.e.c. in heading no. 0713, shelled, whether or not skinned or split, dried"
B_BE05,"Fresh, chilled, frozen or dried"
071410,"Vegetable roots and tubers; manioc (cassava), with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
071420,"Vegetable roots and tubers; sweet potatoes, with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
071430,"Vegetable roots and tubers; yams (Dioscorea spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
071440,"Vegetable roots and tubers; taro (Colocasia spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
071450,"Vegetable roots and tubers; yautia (Xanthosoma spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
071490,"Vegetable roots and tubers; arrowroot, salep, Jerusalem artichokes & similar roots & tubers (not manioc, sweet potatoes, yams, taro or yautia), high starch or inulin content, fresh, chilled, frozen, dried, sliced or not, or in pellet; sago pith"
B_BE06,"Flour, meal and powder"
110510,"Flour, meal and powder; of potatoes"
110610,"Flour, meal and powder; of the dried leguminous vegetables of heading no. 0713"
110620,"Flour, meal and powder; of sago or of roots or tubers of heading no. 0714"
B_BE07,"Flakes, granules and pellets"
110520,"Flakes, granules and pellets; of potatoes"
B_BE08,Starches
110813,Starch; potato
110814,Starch; manioc (cassava)
B_BE09,"Fresh, chilled, frozen or dried, not specified"
B_BE10,Preparations
200110,"Vegetable preparations; cucumbers and gherkins, prepared or preserved by vinegar or acetic acid"
200190,"Vegetable preparations; vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid (excluding cucumbers and gherkins)"
200210,"Vegetable preparations; tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid"
200290,"Vegetable preparations; tomatoes, (other than whole or in pieces), prepared or preserved otherwise than by vinegar or acetic acid"
200310,"Vegetable preparations; mushrooms of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid"
200390,"Vegetable preparations; mushrooms and truffles, other than mushrooms of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid"
200410,"Vegetable preparations; potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen"
200490,"Vegetable preparations; vegetables and mixtures of vegetables (excluding potatoes), prepared or preserved otherwise than by vinegar or acetic acid, frozen"
200510,"Vegetable preparations; homogenised vegetables, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200520,"Vegetable preparations; potatoes, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200540,"Vegetable preparations; peas (pisum sativum), prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200551,"Vegetable preparations; beans, shelled, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200559,"Vegetable preparations; beans, (not shelled), prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200560,"Vegetable preparations; asparagus, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200570,"Vegetable preparations; olives, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200580,"Vegetable preparations; sweetcorn (zea mays var. saccharata), prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200591,"Vegetable preparations; bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200599,"Vegetable preparations; vegetables and mixtures of vegetables n.e.c. in heading no. 2005, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200891,"Fruit, palm hearts; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit"
B_BE11,Juices
190300,"Food preparations; tapioca and substitutes thereof, prepared from starch in the form of flakes, grains, pearls, siftings or similar"
210320,Sauces; tomato ketchup and other tomato sauces
200950,"Juice; tomato, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
B_BF,Nuts and derived products
B_BF01,Fresh or dried
080111,"Nuts, edible; coconuts, desiccated"
080112,"Nuts, edible; coconuts, in the inner shell (endocarp)"
080119,"Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)"
080121,"Nuts, edible; brazil nuts, fresh or dried, in shell"
080122,"Nuts, edible; brazil nuts, fresh or dried, shelled"
080131,"Nuts, edible; cashew nuts, fresh or dried, in shell"
080132,"Nuts, edible; cashew nuts, fresh or dried, shelled"
080211,"Nuts, edible; almonds, fresh or dried, in shell"
080212,"Nuts, edible; almonds, fresh or dried, shelled"
080221,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell"
080222,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled"
080231,"Nuts, edible; walnuts, fresh or dried, in shell"
080232,"Nuts, edible; walnuts, fresh or dried, shelled"
080241,"Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell"
080242,"Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled"
080251,"Nuts, edible; pistachios, fresh or dried, in shell"
080252,"Nuts, edible; pistachios, fresh or dried, shelled"
080261,"Nuts, edible; macadamia, fresh or dried, in shell"
080262,"Nuts, edible; macadamia, fresh or dried, shelled"
080270,"Nuts, edible; kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled"
080280,"Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled"
080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled"
B_BF02,Preparations
200819,"Nuts and other seeds; whether or not containing added sugar, other sweetening matter or spirit (excluding ground-nuts except in mixtures)"
B_BG,Fruits and derived products
B_BG01,Fresh or dried
080310,"Fruit, edible; plantains, fresh or dried"
080390,"Fruit, edible; bananas, other than plantains, fresh or dried"
080410,"Fruit, edible; dates, fresh or dried"
080420,"Fruit, edible; figs, fresh or dried"
080430,"Fruit, edible; pineapples, fresh or dried"
080440,"Fruit, edible; avocados, fresh or dried"
080450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried"
080510,"Fruit, edible; oranges, fresh or dried"
080521,"Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried"
080522,"Fruit, edible; clementines, fresh or dried"
080529,"Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried"
080540,"Fruit, edible; grapefruit, including pomelos, fresh or dried"
080550,"Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia , Citrus latifolia), fresh or dried"
080590,"Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried"
080610,"Fruit, edible; grapes, fresh"
080620,"Fruit, edible; grapes, dried"
080711,"Fruit, edible; watermelons, fresh"
080719,"Fruit, edible; melons, other than watermelons, fresh"
080720,"Fruit, edible; papaws (papayas), fresh"
080810,"Fruit, edible; apples, fresh"
080830,"Fruit, edible; pears, fresh"
080840,"Fruit, edible; quinces, fresh"
080910,"Fruit, edible; apricots, fresh"
080921,"Fruit, edible; sour cherries (Prunus cerasus), fresh"
080929,"Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh"
080930,"Fruit, edible; peaches, including nectarines, fresh"
080940,"Fruit, edible; plums and sloes, fresh"
081010,"Fruit, edible; strawberries, fresh"
081020,"Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh"
081030,"Fruit, edible; black, white or red currants and gooseberries, fresh"
081040,"Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh"
081050,"Fruit, edible; kiwifruit, fresh"
081060,"Fruit, edible; durians, fresh"
081070,"Fruit, edible; persimmons, fresh"
081090,"Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh"
081310,"Fruit, edible; apricots, dried"
081320,"Fruit, edible; prunes, dried"
081330,"Fruit, edible; apples, dried"
081340,"Fruit, edible; fruit n.e.c. in heading no. 0812, dried"
081350,"Nuts, edible; mixtures of nuts or dried fruits of chapter 08"
B_BG02,Frozen
081110,"Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter"
081120,"Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter"
081190,"Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter"
B_BG03,Provisionally preserved
081210,"Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption"
081290,"Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption"
B_BG04,Peel
081400,"Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions"
B_BG05,"Flour, meal and powder"
110630,"Flour, meal and powder; of the products of chapter 8"
B_BG06,Preparations
B_BG07,Juices
200600,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glace or crystallised)"
200710,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes; homogenised, cooked preparations, whether or not containing added sugar or other sweetening matter"
200791,"Jams, jellies, marmalades, purees and pastes; of citrus fruit, being cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter"
200799,"Jams, fruit jellies, marmalades, purees and pastes; of fruit or nuts n.e.c. in heading no. 2007, cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter"
200820,"Fruit; pineapples, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
200830,"Fruit; citrus, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
200840,"Fruit; pears, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
200850,"Fruit; apricots, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
200860,"Fruit; cherries, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
200870,"Fruit; peaches, including nectarines, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit"
200880,"Fruit; strawberries, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
200893,"Fruit; cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea), prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit"
200897,"Fruit, nuts and other edible parts of plants; mixtures (other than those of subheading no 2008.19); prepared or preserved in ways n.e.c. in headings 2007 and 2008, whether or not containing added sugar, or other sweetening matter or spirit, n.e.c."
200899,"Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008"
200911,"Juice; orange, frozen, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
200912,"Juice; orange, not frozen, of a Brix value not exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200919,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200921,"Juice; grapefruit (including pomelo), of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
200929,"Juice; grapefruit (including pomelo), of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200931,"Juice; of single citrus fruit (excluding orange or grapefruit), of a Brix value not exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200939,"Juice; of single citrus fruit (excluding orange or grapefruit), of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200941,"Juice; pineapple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
200949,"Juice; pineapple, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200961,"Juice; grape, of a Brix value not exceeding 30, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
200969,"Juice; grape, of a Brix value exceeding 30, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200971,"Juice; apple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
200979,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200981,"Juice; Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea) juice, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200989,"Juice; of any single fruit or vegetable n.e.c. in heading no. 2009, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200990,"Juices; mixtures of fruits or vegetables, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
B_BH,Stimulant crops and derived products
B_BH01,Coffee and coffee preparations
B_BH02,Coffee
090111,Coffee; not roasted or decaffeinated
090112,"Coffee; decaffeinated, not roasted"
090121,"Coffee; roasted, not decaffeinated"
090122,"Coffee; roasted, decaffeinated"
090190,"Coffee; husks and skins, coffee substitutes containing coffee in any proportion"
B_BH03,Coffee preparations
210111,"Extracts, essences and concentrates; of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee"
210112,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee"
B_BH04,"Tea, mate, and tea and mate preparations"
B_BH05,Tea
090210,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg"
090220,"Tea, green; (not fermented), in immediate packings of a content exceeding 3kg"
090230,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg"
090240,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg"
B_BH06,Mate
090300,Mate
B_BH07,Tea and mate preparations
210120,"Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate"
B_BH08,Coffee substitutes and preparations of coffee substitutes
B_BH09,Coffee substitutes
121294,"Chicory roots (Chicorium intybus sativum); fit for human consumption, fresh, chilled, frozen or dried, whether or not ground"
B_BH10,Preparations of coffee substitutes
210130,"Chicory, roasted and other roasted coffee substitutes; extracts, essences and concentrates thereof"
B_BH11,Cocoa and cocoa preparations
B_BH12,Cocoa beans and parts thereof
B_BH13,Cocoa preparations
180100,"Cocoa beans; whole or broken, raw or roasted"
180200,"Cocoa; shells, husks, skins and other cocoa waste"
180310,"Cocoa; paste, not defatted"
180320,"Cocoa; paste, wholly or partly defatted"
180400,"Cocoa; butter, fat and oil"
180500,"Cocoa; powder, not containing added sugar or other sweetening matter"
180610,"Cocoa; powder, containing added sugar or other sweetening matter"
180620,"Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg"
180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less"
180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less"
180690,Chocolate and other food preparations containing cocoa; n.e.c. in chapter 18
B_BI,Spices
B_BI01,Neither crushed nor ground
090411,"Spices; pepper (of the genus piper), neither crushed nor ground"
090421,"Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground"
090510,"Spices; vanilla, neither crushed nor ground"
090611,"Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground"
090619,"Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground"
090710,"Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground"
090811,"Spices; nutmeg, neither crushed nor ground"
090821,"Spices; mace, neither crushed nor ground"
090831,"Spices; cardamoms, neither crushed nor ground"
090921,"Spices; coriander seeds, neither crushed nor ground"
090931,"Spices; cumin seeds, neither crushed nor ground"
090961,"Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground"
091011,"Spices; ginger, neither crushed nor ground"
B_BI02,Crushed or ground
090412,"Spices; pepper (of the genus piper), crushed or ground"
090422,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground"
090520,"Spices; vanilla, crushed or ground"
090620,"Spices; cinnamon and cinnamon-tree flowers, crushed or ground"
090720,"Spices; cloves (whole fruit, cloves and stems), crushed or ground"
090812,"Spices; nutmeg, crushed or ground"
090822,"Spices; mace, crushed or ground"
090832,"Spices; cardamoms, crushed or ground"
090922,"Spices; coriander seeds, crushed or ground"
090932,"Spices; cumin seeds, crushed or ground"
090962,"Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground"
091012,"Spices; ginger, crushed or ground"
B_BI03,Unspecified level of processing
091020,Spices; saffron
091030,Spices; turmeric (curcuma)
091091,Spices; mixtures of 2 or more products of different headings
091099,Spices; n.e.c. in heading no. 0910
B_BJ,Cereals and derived products
B_BJ01,Cereals
B_BJ02,Wheat and meslin
100119,"Cereals; wheat and meslin, durum wheat, other than seed"
100199,"Cereals; wheat and meslin, other than durum wheat, other than seed"
B_BJ03,Rye
100290,"Cereals; rye, other than seed"
B_BJ04,Barley
100390,"Cereals; barley, other than seed"
B_BJ05,Oats
100490,"Cereals; oats, other than seed"
B_BJ06,Maize
100590,"Cereals; maize (corn), other than seed"
B_BJ07,Rice
100610,Cereals; rice in the husk (paddy or rough)
100620,Cereals; husked (brown) rice
100630,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed"
100640,"Cereals; rice, broken"
B_BJ08,Other cereals
100790,"Cereals; grain sorghum, other than seed"
100810,Cereals; buckwheat
100829,"Cereals; millet, other than seed"
100830,Cereals; canary seeds
100840,Cereals; fonio (Digitaria spp.)
100850,Cereals; quinoa (Chenopodium quinoa)
100860,Cereals; triticale
100890,Cereals; n.e.c. in chapter 10
B_BJ09,Flours
110100,Wheat or meslin flour
110220,Cereal flour; of maize (corn)
110290,"Cereal flours; other than wheat, meslin, and maize (corn)"
B_BJ10,"Groats, meals and pellets"
110311,Cereal groats and meal; of wheat
110313,Cereal groats and meal; of maize (corn)
110319,Cereal groats and meal; n.e.c. in heading no. 1103
110320,Cereal pellets
B_BJ12,Grains otherwise worked
110412,"Cereal grains; rolled or flaked, of oats"
110419,"Cereal grains; rolled or flaked, other than oats"
110422,"Cereal grains; worked (e.g. hulled, pearled, sliced or kibbled) of oats"
110423,"Cereal grains; worked (e.g. hulled, pearled, sliced or kibbled) of maize (corn)"
110429,"Cereal grains; worked, other than rolled or flaked (e.g. Hulled, pearled, sliced or kibbled) of cereals, excluding oats and maize, and rice of heading no.1006"
110430,"Cereal; germ of cereals, whole, rolled, flaked or ground"
B_BJ13,Malt
110710,Malt; not roasted
110720,Malt; roasted
B_BJ14,Starches
110811,Starch; wheat
110812,Starch; maize (corn) starch
110819,Starch; n.e.c. in item no. 1108.11 to 1108.14
B_BJ15,Wheat Gluten
110900,Wheat gluten; whether or not dried
B_BJ16,Preparations
B_BJ17,Pasta
B_BJ18,Couscous
190211,"Food preparations; pasta, containing eggs, uncooked, not stuffed or otherwise prepared"
190219,"Food preparations; pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared"
190220,"Food preparations; pasta, stuffed (with meat or other substances), whether or not cooked or otherwise prepared"
190230,"Food preparations; pasta (excluding stuffed), cooked or otherwise prepared"
B_BJ19,Other prepared foods obtained from cereals or cereal products
190240,Food preparations; couscous
B_BJ20,"Bread, pastry, cakes and other bakers' wares"
190410,Food preparations; obtained by the swelling or roasting of cereals or cereal products
190420,Food preparations; obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals
190430,"Prepared foods obtained by the swelling or roasting of cereals or cereal products (e.g. corn flakes); cereals, not maize (corn), in grain form or in the form of flakes or other worked grains, from bulgur wheat"
190490,"Food preparations; cereal or cereal products (excluding maize), in grain form, pre-cooked or otherwise prepared"
190510,"Food preparations; crispbread, whether or not containing cocoa"
190520,"Food preparations; gingerbread and the like, whether or not containing cocoa"
190531,"Food preparations; sweet biscuits, whether or not containing cocoa"
190532,"Food preparations; waffles and wafers, whether or not containing cocoa"
190540,"Food preparations; rusks, toasted bread and similar toasted products, whether or not containing cocoa"
190590,"Food preparations; bakers' wares n.e.c. in heading no. 1605, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice papers and similar products"
B_BK,"Flours, meals and preparations of oil-bearing crops"
B_BK01,Flours and meals
120810,Flours and meals; of soya beans
120890,Flours and meals of oil seeds or oleaginous fruits; excluding soya beans and mustard seeds
B_BK02,Preparations
151710,Margarine; excluding liquid margarine
151790,"Edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils of heading no. 1516"
200811,"Nuts; ground-nuts, whether or not containing added sugar, other sweetening matter or spirit"
210310,Sauces; soya
